dteday,counts,casual,weather,registered,season,weekday,windspeed,temp,atemp,hum,high_casual
2011-05-21,5805,2258,2,3547,2,6,0.12065000000000002,0.6024999999999999,0.571975,0.6266666666666665,1
2011-05-22,4660,1576,3,3084,2,0,0.14800833333333333,0.6041666666666666,0.5745,0.7495833333333329,1
2011-05-23,4274,836,3,3438,2,1,0.2338416666666667,0.6316666666666667,0.5902958333333332,0.8099999999999999,1
2011-05-24,4492,659,3,3833,2,2,0.20709166666666665,0.6599999999999999,0.6048124999999999,0.7408333333333332,0
2011-05-25,4978,740,3,4238,2,3,0.1542333333333333,0.6608333333333334,0.6155416666666667,0.6962499999999999,0
2011-05-26,4677,758,2,3919,2,4,0.19964166666666663,0.7083333333333335,0.6546875000000001,0.6775000000000001,0
2011-05-27,4679,871,3,3808,2,5,0.24067916666666664,0.6816666666666665,0.6370083333333331,0.65375,1
2011-05-28,4758,2001,1,2757,2,6,0.2300916666666666,0.6558333333333334,0.6123791666666666,0.7295833333333334,1
2011-05-29,4788,2355,2,2433,2,0,0.21393749999999997,0.6675000000000001,0.6155499999999998,0.8187499999999998,1
2011-05-30,4098,1549,2,2549,2,1,0.131225,0.7333333333333333,0.6710916666666668,0.685,1
2011-05-31,3982,673,2,3309,2,2,0.11132916666666666,0.7749999999999999,0.7253833333333333,0.6366666666666666,1
2011-06-01,3974,513,3,3461,2,3,0.2070916666666666,0.7641666666666663,0.7209666666666664,0.6770833333333334,0
2011-06-02,4968,736,1,4232,2,4,0.2922875,0.7150000000000002,0.6439416666666667,0.305,0
2011-06-03,5312,898,2,4414,2,5,0.2531208333333333,0.62,0.5871333333333333,0.35416666666666674,1
2011-06-04,5342,1869,2,3473,2,6,0.12314166666666665,0.6350000000000001,0.5946958333333334,0.4562500000000001,1
2011-06-05,4906,1685,2,3221,2,0,0.13869166666666669,0.6483333333333333,0.6168041666666667,0.6525,1
2011-06-06,4548,673,1,3875,2,1,0.12189583333333333,0.6783333333333332,0.6218583333333334,0.5999999999999999,0
2011-06-07,4833,763,2,4070,2,2,0.18780833333333327,0.7075,0.6559499999999998,0.5979166666666668,0
2011-06-08,4401,676,1,3725,2,3,0.13681666666666667,0.7758333333333335,0.7272791666666666,0.6220833333333334,0
2011-06-09,3915,563,3,3352,2,4,0.14988333333333334,0.8083333333333332,0.7575791666666665,0.5683333333333334,0
2011-06-10,4586,815,3,3771,2,5,0.14055416666666667,0.7549999999999999,0.7032916666666668,0.605,1
2011-06-11,4966,1729,2,3237,2,6,0.15484999999999996,0.7250000000000001,0.6780375,0.6545833333333334,1
2011-06-12,4460,1467,3,2993,2,0,0.16356666666666667,0.6924999999999999,0.6433249999999999,0.7479166666666668,1
2011-06-13,5020,863,1,4157,2,1,0.30535000000000007,0.6349999999999999,0.6016541666666667,0.4945833333333334,1
2011-06-14,4891,727,3,4164,2,2,0.2692833333333333,0.6041666666666667,0.5915458333333333,0.5070833333333333,0
2011-06-15,5180,769,1,4411,2,3,0.16791250000000002,0.6266666666666666,0.5877541666666667,0.4716666666666666,0
2011-06-16,3767,545,3,3222,2,4,0.2064708333333333,0.6283333333333333,0.5953458333333331,0.6883333333333334,0
2011-06-17,4844,863,3,3981,2,5,0.14302916666666665,0.6491666666666666,0.600383333333333,0.7358333333333332,1
2011-06-18,5119,1807,2,3312,2,6,0.11940833333333334,0.6966666666666667,0.6439541666666665,0.6704166666666667,1
2011-06-19,4744,1639,3,3105,2,0,0.102,0.6991666666666667,0.6458458333333333,0.6666666666666666,1
2011-06-20,4010,699,3,3311,2,1,0.155475,0.6349999999999999,0.5953458333333334,0.74625,1
2011-06-21,4835,774,3,4061,3,2,0.17102499999999998,0.6808333333333333,0.6376458333333334,0.7704166666666664,0
2011-06-22,4507,661,2,3846,3,3,0.17226249999999999,0.7333333333333334,0.6938291666666666,0.7074999999999999,0
2011-06-23,4790,746,3,4044,3,4,0.23880416666666662,0.7283333333333334,0.6938333333333332,0.7033333333333331,0
2011-06-24,4991,969,2,4022,3,5,0.22202499999999994,0.7241666666666667,0.6565833333333334,0.5733333333333333,1
2011-06-25,5202,1782,2,3420,3,6,0.2095708333333333,0.695,0.6433125000000002,0.4833333333333334,1
2011-06-26,5305,1920,2,3385,3,0,0.09453333333333334,0.68,0.6376291666666668,0.5133333333333335,1
2011-06-27,4708,854,3,3854,3,1,0.10758749999999999,0.6825000000000001,0.6370041666666667,0.6583333333333333,1
2011-06-28,4648,732,3,3916,3,2,0.14428333333333332,0.7441666666666665,0.6925583333333333,0.6341666666666667,0
2011-06-29,5225,848,2,4377,3,3,0.26182083333333334,0.7283333333333335,0.6546875,0.49791666666666673,0
2011-06-30,5515,1027,1,4488,3,4,0.1853125,0.6966666666666667,0.6370083333333335,0.4341666666666666,1
2011-07-01,5362,1246,1,4116,3,5,0.10260833333333334,0.7225000000000001,0.6521624999999999,0.39625,1
2011-07-02,5119,2204,1,2915,3,6,0.1150625,0.7383333333333333,0.6673083333333332,0.4445833333333334,1
2011-07-03,4649,2282,3,2367,3,0,0.2288583333333333,0.7166666666666668,0.668575,0.6825,1
2011-07-04,6043,3065,2,2978,3,1,0.08147916666666667,0.7266666666666666,0.6654166666666664,0.6379166666666668,1
2011-07-05,4665,1031,2,3634,3,2,0.12625833333333333,0.7466666666666669,0.6963374999999999,0.5904166666666668,1
2011-07-06,4629,784,3,3845,3,3,0.1498833333333333,0.7200000000000001,0.6856333333333331,0.7433333333333332,1
2011-07-07,4592,754,2,3838,3,4,0.1592,0.7499999999999997,0.6868708333333333,0.6512499999999998,0
2011-07-08,4040,692,3,3348,3,5,0.22512916666666669,0.7091666666666666,0.6704833333333333,0.7579166666666669,1
2011-07-09,5336,1988,2,3348,3,6,0.1679125,0.7333333333333333,0.6641583333333332,0.6091666666666667,1
2011-07-10,4881,1743,1,3138,3,0,0.18347083333333333,0.7474999999999999,0.6900249999999999,0.5783333333333335,1
2011-07-11,4086,723,1,3363,3,1,0.28233749999999996,0.7624999999999997,0.7298041666666664,0.6358333333333334,1
2011-07-12,4258,662,2,3596,3,2,0.20025416666666662,0.7941666666666668,0.739275,0.5591666666666666,0
2011-07-13,4342,748,3,3594,3,3,0.1461333333333333,0.7466666666666667,0.6894041666666668,0.6316666666666665,1
2011-07-14,5084,888,1,4196,3,4,0.2406666666666666,0.6808333333333333,0.6351041666666668,0.47625,1
2011-07-15,5538,1318,2,4220,3,5,0.18283333333333332,0.6633333333333333,0.6243708333333334,0.5912499999999999,1
2011-07-16,5923,2418,1,3505,3,6,0.20834166666666673,0.6866666666666666,0.6382624999999998,0.5849999999999999,1
2011-07-17,5302,2006,1,3296,3,0,0.2450333333333333,0.7191666666666667,0.6698333333333331,0.6041666666666667,1
2011-07-18,4458,841,1,3617,3,1,0.21580416666666669,0.7466666666666667,0.703925,0.6512500000000001,1
2011-07-19,4541,752,3,3789,3,2,0.13060000000000002,0.7766666666666665,0.7474791666666666,0.6504166666666666,0
2011-07-20,4332,644,2,3688,3,3,0.11381666666666666,0.7683333333333334,0.7468499999999999,0.7070833333333333,0
2011-07-21,3784,632,2,3152,3,4,0.22202083333333333,0.8150000000000001,0.8263708333333334,0.69125,1
2011-07-22,3387,562,3,2825,3,5,0.1331,0.8483333333333333,0.8408958333333335,0.5804166666666667,0
2011-07-23,3285,987,2,2298,3,6,0.13122083333333331,0.8491666666666666,0.8042875000000002,0.5000000000000001,1
2011-07-24,3606,1050,2,2556,3,0,0.16917083333333335,0.8300000000000002,0.7948291666666667,0.5508333333333334,1
2011-07-25,3840,568,2,3272,3,1,0.09080833333333332,0.7433333333333333,0.720958333333333,0.7570833333333334,0
2011-07-26,4590,750,1,3840,3,2,0.20025833333333334,0.7716666666666668,0.6969791666666666,0.5408333333333334,0
2011-07-27,4656,755,2,3901,3,3,0.18346249999999997,0.7749999999999999,0.6906666666666664,0.4029166666666666,0
2011-07-28,4390,606,2,3784,3,4,0.17847916666666666,0.7791666666666668,0.7399000000000003,0.5833333333333334,0
2011-07-29,3846,670,2,3176,3,5,0.17413749999999997,0.8383333333333334,0.7859666666666666,0.5425000000000002,1
2011-07-30,4475,1559,1,2916,3,6,0.16853749999999998,0.8041666666666668,0.7285375,0.4658333333333333,1
2011-07-31,4302,1524,1,2778,3,0,0.1648125,0.8058333333333333,0.7297958333333333,0.4808333333333334,1
2011-08-01,4266,729,1,3537,3,1,0.15671666666666664,0.7716666666666666,0.7032916666666668,0.5508333333333332,1
2011-08-02,4845,801,2,4044,3,2,0.20585,0.7833333333333333,0.7070708333333333,0.49125,0
2011-08-03,3574,467,3,3107,3,3,0.1355833333333333,0.7316666666666665,0.6799375,0.6574999999999999,0
2011-08-04,4576,799,3,3777,3,4,0.19714999999999996,0.71,0.6647875,0.7574999999999998,1
2011-08-05,4866,1023,2,3843,3,5,0.18469583333333328,0.7108333333333333,0.6565666666666665,0.6308333333333335,1
2011-08-06,4294,1521,3,2773,3,6,0.22825000000000004,0.7166666666666668,0.6761541666666666,0.7549999999999998,1
2011-08-07,3785,1298,3,2487,3,0,0.20148749999999993,0.7425,0.7152916666666663,0.7529166666666667,1
2011-08-08,4326,846,1,3480,3,1,0.19217499999999996,0.765,0.7032833333333333,0.5920833333333334,1
2011-08-09,4602,907,2,3695,3,2,0.15112083333333334,0.7750000000000002,0.7241208333333334,0.5704166666666669,1
2011-08-10,4780,884,1,3896,3,3,0.2002583333333333,0.7666666666666666,0.6849833333333333,0.4241666666666666,1
2011-08-11,4792,812,1,3980,3,4,0.16479583333333334,0.7175000000000001,0.6515208333333333,0.4237499999999999,1
2011-08-12,4905,1051,1,3854,3,5,0.12562083333333332,0.7083333333333334,0.6540416666666665,0.41500000000000004,1
2011-08-13,4150,1504,3,2646,3,6,0.21145416666666664,0.6858333333333332,0.6458583333333333,0.7295833333333333,1
2011-08-14,3820,1338,3,2482,3,0,0.22263333333333332,0.6766666666666667,0.6243874999999998,0.8174999999999996,1
2011-08-15,4338,775,3,3563,3,1,0.20895416666666664,0.6658333333333333,0.6161666666666666,0.7120833333333335,1
2011-08-16,4725,721,1,4004,3,2,0.23632916666666667,0.7008333333333335,0.6458375,0.5783333333333333,0
2011-08-17,4694,668,1,4026,3,3,0.14366666666666664,0.7233333333333335,0.6666708333333332,0.5754166666666667,0
2011-08-18,3805,639,3,3166,3,4,0.23320833333333327,0.7116666666666668,0.6622583333333333,0.6545833333333335,1
2011-08-19,4153,797,3,3356,3,5,0.13930833333333334,0.6849999999999999,0.6332208333333332,0.7229166666666668,1
2011-08-20,5191,1914,2,3277,3,6,0.10446666666666665,0.6975000000000001,0.6489958333333332,0.6741666666666667,1
2011-08-21,3873,1249,3,2624,3,0,0.2487541666666667,0.7108333333333334,0.6755249999999999,0.7699999999999997,1
2011-08-22,4758,833,3,3925,3,1,0.27674999999999994,0.6916666666666668,0.6382541666666668,0.4700000000000002,1
2011-08-23,5895,1281,2,4614,3,2,0.1467625,0.6408333333333335,0.6060666666666668,0.45541666666666664,1
2011-08-24,5130,949,1,4181,3,3,0.25310833333333327,0.6733333333333333,0.6306916666666664,0.6050000000000001,1
2011-08-25,3542,435,3,3107,3,4,0.2108333333333333,0.6841666666666667,0.6458541666666664,0.7716666666666665,0
2011-08-26,4661,768,2,3893,3,5,0.08396250000000001,0.7000000000000001,0.6597333333333332,0.7612499999999999,0
2011-08-27,1115,226,3,889,3,6,0.37561666666666665,0.6800000000000002,0.6355555555555552,0.8500000000000002,1
2011-08-28,4334,1415,3,2919,3,0,0.30465882352941165,0.7070588235294119,0.6479588235294118,0.5617647058823529,1
2011-08-29,4634,729,2,3905,3,1,0.159825,0.6366666666666666,0.6079583333333333,0.5545833333333333,0
2011-08-30,5204,775,1,4429,3,2,0.12500833333333333,0.6391666666666667,0.5947041666666667,0.5483333333333332,0
